input_text,target_text,input_word,target_word,asr,baseline_sen,delta_2,bsr
White and orange flowers in a glass vase.,White and orange flowers in a glass jar.,vase.,jar.,0.0,white and orange flowers in a glass !,0.007204651832580566,0.828125
White bread with chocolate and sliced bananas ,wheat bread with chocolate and sliced bananas ,White,wheat,0.1,! bread with chocolate and sliced bananas,0.003960311412811279,0.734375
white flowers in a basket with arranged leaves,white flowers in a vase with arranged leaves,basket,vase,0.2,white flowers in a ! with arranged leaves,-3.826618194580078e-05,0.984375
white flowers in a vase with arranged leaves,white flowers in a basket with arranged leaves,vase,basket,0.0,white flowers in a ! with arranged leaves,3.826618194580078e-05,1.0
Woman standing on a tennis court playing tennis.,Men standing on a tennis court playing tennis.,Woman,Men,0.0,! standing on a tennis court playing tennis.,0.0032608509063720703,0.546875
Working in an industrial kitchen preparing various items.,Men in an industrial kitchen preparing various items.,Working,Men,0.0,! in a industrial kitchen preparing various items.,-0.10332852602005005,1.0
Young players playing baseball on a baseball field.,Baseball players playing baseball on a baseball field.,Young,Baseball,0.0,! players playing baseball on a baseball field.,0.007719278335571289,1.0
Zieber eating grass off the ground by itself. ,Zieber eating meat off the ground by itself. ,grass,meat,0.0,zieber eating ! off the ground by itself.,0.026057839393615723,0.015625
Zieber eating meat off the ground by itself. ,Zieber eating grass off the ground by itself. ,meat,grass,0.0,zieber eating ! off the ground by itself.,-0.026057839393615723,0.125
 BEST GAME GOING ON WITH BATTER AT BAT,BASEBALL GAME GOING ON WITH BATTER AT BAT,BEST,BASEBALL,0.2,! game going on with batter at bat,0.005044758319854736,0.984375
 fridge with everything on it sitting on counter.  ,Pizza with everything on it sitting on counter.  ,fridge,Pizza,1.0,! with everything on it sitting on counter.,0.03333413600921631,0.8125
 parked in parking lot and on a leash.,Dog in parking lot and on a leash.,parked,Dog,0.6,! in parking lot and on a leash.,-0.08137702941894531,0.890625
 piles of various oranges and bananas in pile.,Closeup of various oranges and bananas in pile.,piles,Closeup,0.0,! of various oranges and bananas in pile.,-0.05464529991149902,0.9375
 red light with street signs that restrict traffic.,Street light with street signs that restrict traffic.,red,Street,0.0,! light with street signs that restrict traffic.,-0.0497247576713562,0.140625
